Question,Correct Answer,Name,Category
"Today, Sarah went to the art show. Between what times could they have gone?
We know that:
Sarah woke up at 5am.
Kimberly saw Sarah waiting at the airport from 5am to 8am.
Thomas saw Sarah taking photos near the Eiffel Tower from 8am to 1pm.
Hannah saw Sarah fixing their computer at the electronic store from 1pm to 2pm.
The art show was closed after 10pm.
Between what times could Sarah have gone to the art show?
Options:
(A) 1pm to 2pm
(B) 5am to 8am
(C) 2pm to 10pm
(D) 8am to 1pm",C,BigBench_hard,temporal_sequences
"Today, James went to the basketball court. Between what times could they have gone?
We know that:
James woke up at 6am.
Susan saw James buying a bike at the bike shop from 7am to 8am.
Emily saw James buying a phone at the electronics store from 8am to 9am.
Lisa saw James attending class at the school from 9am to 3pm.
Sarah saw James taking photos near the Leaning Tower of Pisa from 3pm to 5pm.
David saw James getting a coffee at the cafe from 5pm to 8pm.
The basketball court was closed after 8pm.
Between what times could James have gone to the basketball court?
Options:
(A) 6am to 7am
(B) 9am to 3pm
(C) 8am to 9am
(D) 3pm to 5pm",A,BigBench_hard,temporal_sequences
"Today, Emily went to the orchestra hall. Between what times could they have gone?
We know that:
Emily woke up at 5am.
Linda saw Emily waiting at the airport from 5am to 6am.
David saw Emily buying cookies at a bakery from 2pm to 7pm.
Michael saw Emily buying clothes at the mall from 7pm to 8pm.
Thomas saw Emily working out at the gym from 8pm to 10pm.
The orchestra hall was closed after 10pm.
Between what times could Emily have gone to the orchestra hall?
Options:
(A) 5am to 6am
(B) 2pm to 7pm
(C) 8pm to 10pm
(D) 6am to 2pm",D,BigBench_hard,temporal_sequences
"Today, David went to the market. Between what times could they have gone?
We know that:
David woke up at 7am.
Linda saw David sitting on a rooftop from 7am to 9am.
Mary saw David buying cookies at a bakery from 10am to 1pm.
Anthony saw David walking in the garden from 1pm to 2pm.
Sean saw David waiting at the train station from 2pm to 5pm.
The market was closed after 5pm.
Between what times could David have gone to the market?
Options:
(A) 10am to 1pm
(B) 9am to 10am
(C) 7am to 9am
(D) 1pm to 2pm",B,BigBench_hard,temporal_sequences
"Today, Jennifer went to the amusement park. Between what times could they have gone?
We know that:
Jennifer woke up at 5am.
Lisa saw Jennifer buying a bike at the bike shop from 5am to 10am.
Samantha saw Jennifer taking photos near the Eiffel Tower from 10am to 2pm.
William saw Jennifer waiting at the airport from 2pm to 3pm.
Ashley saw Jennifer buying lunch at the deli from 4pm to 5pm.
Andrew saw Jennifer working at the office from 5pm to 8pm.
The amusement park was closed after 8pm.
Between what times could Jennifer have gone to the amusement park?
Options:
(A) 2pm to 3pm
(B) 5pm to 8pm
(C) 5am to 10am
(D) 3pm to 4pm",D,BigBench_hard,temporal_sequences
"Today, Ashley went to the dance studio. Between what times could they have gone?
We know that:
Ashley woke up at 5am.
Ashley saw Ashley taking photos near the Leaning Tower of Pisa from 5am to 6am.
James saw Ashley buying cookies at a bakery from 6am to 11am.
Anthony saw Ashley walking in the garden from 11am to 12pm.
Samantha saw Ashley taking photos near the Eiffel Tower from 6pm to 10pm.
The dance studio was closed after 10pm.
Between what times could Ashley have gone to the dance studio?
Options:
(A) 12pm to 6pm
(B) 11am to 12pm
(C) 6am to 11am
(D) 6pm to 10pm",A,BigBench_hard,temporal_sequences
"Today, William went to the market. Between what times could they have gone?
We know that:
William woke up at 7am.
William saw William working at the office from 7am to 8am.
Hannah saw William reading at the library from 8am to 3pm.
Susan saw William fixing their computer at the electronic store from 3pm to 4pm.
Leslie saw William getting a coffee at the cafe from 6pm to 9pm.
The market was closed after 9pm.
Between what times could William have gone to the market?
Options:
(A) 4pm to 6pm
(B) 7am to 8am
(C) 3pm to 4pm
(D) 8am to 3pm",A,BigBench_hard,temporal_sequences
"Today, Jennifer went to the restaurant. Between what times could they have gone?
We know that:
Jennifer woke up at 6am.
Mary saw Jennifer driving to the water park from 6am to 11am.
Sarah saw Jennifer reading at the library from 1pm to 5pm.
David saw Jennifer stretching at a yoga studio from 5pm to 6pm.
Michael saw Jennifer watching a movie at the theater from 6pm to 10pm.
The restaurant was closed after 10pm.
Between what times could Jennifer have gone to the restaurant?
Options:
(A) 1pm to 5pm
(B) 11am to 1pm
(C) 6am to 11am
(D) 5pm to 6pm",B,BigBench_hard,temporal_sequences
"Today, Jennifer went to the art show. Between what times could they have gone?
We know that:
Jennifer woke up at 8am.
Lisa saw Jennifer buying clothes at the mall from 8am to 9am.
Steven saw Jennifer walking towards the Statue of Liberty from 9am to 10am.
Sarah saw Jennifer sitting on a rooftop from 10am to 2pm.
Linda saw Jennifer taking photos near the Leaning Tower of Pisa from 4pm to 6pm.
Andrew saw Jennifer working out at the gym from 6pm to 8pm.
The art show was closed after 8pm.
Between what times could Jennifer have gone to the art show?
Options:
(A) 2pm to 4pm
(B) 8am to 9am
(C) 9am to 10am
(D) 6pm to 8pm",A,BigBench_hard,temporal_sequences
"Today, Jennifer went to the orchestra hall. Between what times could they have gone?
We know that:
Jennifer woke up at 5am.
Susan saw Jennifer buying a bike at the bike shop from 5am to 12pm.
Jessica saw Jennifer working at the office from 12pm to 4pm.
Nancy saw Jennifer buying clothes at the mall from 5pm to 9pm.
The orchestra hall was closed after 9pm.
Between what times could Jennifer have gone to the orchestra hall?
Options:
(A) 12pm to 4pm
(B) 5pm to 9pm
(C) 4pm to 5pm
(D) 5am to 12pm",C,BigBench_hard,temporal_sequences
"Today, Nancy went to the basketball court. Between what times could they have gone?
We know that:
Nancy woke up at 9am.
Steven saw Nancy waiting at the train station from 2pm to 4pm.
Sarah saw Nancy reading at the library from 4pm to 5pm.
Richard saw Nancy buying a phone at the electronics store from 5pm to 6pm.
Thomas saw Nancy attending class at the school from 6pm to 7pm.
The basketball court was closed after 7pm.
Between what times could Nancy have gone to the basketball court?
Options:
(A) 9am to 2pm
(B) 4pm to 5pm
(C) 5pm to 6pm
(D) 2pm to 4pm",A,BigBench_hard,temporal_sequences
"Today, Samantha went to the movies. Between what times could they have gone?
We know that:
Samantha woke up at 5am.
Lisa saw Samantha driving to the water park from 8am to 12pm.
Mary saw Samantha walking in the garden from 12pm to 4pm.
Samantha saw Samantha reading at the library from 4pm to 6pm.
The movies was closed after 6pm.
Between what times could Samantha have gone to the movies?
Options:
(A) 8am to 12pm
(B) 4pm to 6pm
(C) 5am to 8am
(D) 12pm to 4pm",C,BigBench_hard,temporal_sequences
"Today, Tiffany went to the market. Between what times could they have gone?
We know that:
Tiffany woke up at 5am.
Jason saw Tiffany driving to the water park from 5am to 6am.
Steven saw Tiffany getting a coffee at the cafe from 6am to 12pm.
Jessica saw Tiffany buying lunch at the deli from 12pm to 4pm.
Thomas saw Tiffany working at the office from 5pm to 7pm.
The market was closed after 7pm.
Between what times could Tiffany have gone to the market?
Options:
(A) 6am to 12pm
(B) 4pm to 5pm
(C) 5am to 6am
(D) 5pm to 7pm",B,BigBench_hard,temporal_sequences
"Today, Leslie went to the dance studio. Between what times could they have gone?
We know that:
Leslie woke up at 7am.
Steven saw Leslie buying a bike at the bike shop from 7am to 8am.
Hannah saw Leslie sitting on a rooftop from 8am to 10am.
Michael saw Leslie buying lunch at the deli from 10am to 12pm.
Kimberly saw Leslie taking photos near the Eiffel Tower from 1pm to 4pm.
Thomas saw Leslie walking towards the Statue of Liberty from 4pm to 7pm.
The dance studio was closed after 7pm.
Between what times could Leslie have gone to the dance studio?
Options:
(A) 8am to 10am
(B) 7am to 8am
(C) 12pm to 1pm
(D) 4pm to 7pm",C,BigBench_hard,temporal_sequences
"Today, Hannah went to the soccer field. Between what times could they have gone?
We know that:
Hannah woke up at 5am.
Jessica saw Hannah buying clothes at the mall from 5am to 6am.
Kimberly saw Hannah watching a movie at the theater from 6am to 11am.
Sarah saw Hannah getting a coffee at the cafe from 11am to 1pm.
Steven saw Hannah working at the office from 1pm to 3pm.
Hannah saw Hannah waiting at the airport from 3pm to 5pm.
The soccer field was closed after 6pm.
Between what times could Hannah have gone to the soccer field?
Options:
(A) 3pm to 5pm
(B) 11am to 1pm
(C) 5pm to 6pm
(D) 1pm to 3pm",C,BigBench_hard,temporal_sequences
"Today, Anthony went to the amusement park. Between what times could they have gone?
We know that:
Anthony woke up at 6am.
Leslie saw Anthony reading at the library from 6am to 8am.
Jennifer saw Anthony working out at the gym from 8am to 9am.
Anthony saw Anthony buying cookies at a bakery from 2pm to 9pm.
William saw Anthony buying a bike at the bike shop from 9pm to 10pm.
The amusement park was closed after 10pm.
Between what times could Anthony have gone to the amusement park?
Options:
(A) 9pm to 10pm
(B) 9am to 2pm
(C) 6am to 8am
(D) 2pm to 9pm",B,BigBench_hard,temporal_sequences
"Today, Hannah went to the art studio. Between what times could they have gone?
We know that:
Hannah woke up at 6am.
Thomas saw Hannah reading at the library from 6am to 8am.
David saw Hannah getting a coffee at the cafe from 8am to 10am.
Leslie saw Hannah stretching at a yoga studio from 6pm to 7pm.
Ashley saw Hannah walking towards the Statue of Liberty from 7pm to 8pm.
The art studio was closed after 8pm.
Between what times could Hannah have gone to the art studio?
Options:
(A) 10am to 6pm
(B) 7pm to 8pm
(C) 6am to 8am
(D) 8am to 10am",A,BigBench_hard,temporal_sequences
"Today, Leslie went to the swimming pool. Between what times could they have gone?
We know that:
Leslie woke up at 7am.
William saw Leslie working out at the gym from 6pm to 7pm.
Mark saw Leslie getting a coffee at the cafe from 7pm to 8pm.
Hannah saw Leslie taking photos near the Leaning Tower of Pisa from 8pm to 10pm.
The swimming pool was closed after 10pm.
Between what times could Leslie have gone to the swimming pool?
Options:
(A) 7pm to 8pm
(B) 6pm to 7pm
(C) 7am to 6pm
(D) 8pm to 10pm",C,BigBench_hard,temporal_sequences
"Today, Anthony went to the bookstore. Between what times could they have gone?
We know that:
Anthony woke up at 7am.
David saw Anthony working at the office from 7am to 8am.
Leslie saw Anthony getting a coffee at the cafe from 8am to 11am.
Sarah saw Anthony watching a movie at the theater from 1pm to 9pm.
The bookstore was closed after 9pm.
Between what times could Anthony have gone to the bookstore?
Options:
(A) 11am to 1pm
(B) 8am to 11am
(C) 7am to 8am
(D) 1pm to 9pm",A,BigBench_hard,temporal_sequences
"Today, Thomas went to the construction site. Between what times could they have gone?
We know that:
Thomas woke up at 6am.
William saw Thomas working out at the gym from 8am to 11am.
David saw Thomas stretching at a yoga studio from 11am to 3pm.
Steven saw Thomas watching a movie at the theater from 3pm to 6pm.
Emily saw Thomas taking photos near the Leaning Tower of Pisa from 6pm to 7pm.
The construction site was closed after 7pm.
Between what times could Thomas have gone to the construction site?
Options:
(A) 6pm to 7pm
(B) 11am to 3pm
(C) 8am to 11am
(D) 6am to 8am",D,BigBench_hard,temporal_sequences
"Today, Jason went to the bakery. Between what times could they have gone?
We know that:
Jason woke up at 6am.
Elizabeth saw Jason buying a phone at the electronics store from 6am to 7am.
Jessica saw Jason getting a coffee at the cafe from 7am to 12pm.
Mark saw Jason playing tennis at the tennis court from 4pm to 6pm.
Linda saw Jason buying lunch at the deli from 6pm to 8pm.
The bakery was closed after 8pm.
Between what times could Jason have gone to the bakery?
Options:
(A) 4pm to 6pm
(B) 6am to 7am
(C) 7am to 12pm
(D) 12pm to 4pm",D,BigBench_hard,temporal_sequences
"Today, Betty went to the bakery. Between what times could they have gone?
We know that:
Betty woke up at 5am.
Jessica saw Betty driving to the water park from 5am to 1pm.
Susan saw Betty stretching at a yoga studio from 1pm to 4pm.
Leslie saw Betty buying a phone at the electronics store from 4pm to 9pm.
The bakery was closed after 10pm.
Between what times could Betty have gone to the bakery?
Options:
(A) 5am to 1pm
(B) 4pm to 9pm
(C) 1pm to 4pm
(D) 9pm to 10pm",D,BigBench_hard,temporal_sequences
"Today, Ashley went to the basketball court. Between what times could they have gone?
We know that:
Ashley woke up at 11am.
David saw Ashley buying a bike at the bike shop from 11am to 12pm.
William saw Ashley sitting on a rooftop from 12pm to 3pm.
Elizabeth saw Ashley working at the office from 3pm to 5pm.
The basketball court was closed after 8pm.
Between what times could Ashley have gone to the basketball court?
Options:
(A) 3pm to 5pm
(B) 12pm to 3pm
(C) 5pm to 8pm
(D) 11am to 12pm",C,BigBench_hard,temporal_sequences
"Today, David went to the market. Between what times could they have gone?
We know that:
David woke up at 5am.
Sarah saw David reading at the library from 5am to 7am.
John saw David fixing their computer at the electronic store from 7am to 10am.
Tiffany saw David buying a bike at the bike shop from 10am to 12pm.
William saw David buying a phone at the electronics store from 7pm to 10pm.
The market was closed after 10pm.
Between what times could David have gone to the market?
Options:
(A) 12pm to 7pm
(B) 7pm to 10pm
(C) 7am to 10am
(D) 10am to 12pm",A,BigBench_hard,temporal_sequences
"Today, Leslie went to the physics classroom. Between what times could they have gone?
We know that:
Leslie woke up at 5am.
Betty saw Leslie walking towards the Statue of Liberty from 5am to 7am.
Mary saw Leslie working out at the gym from 9am to 10am.
Hannah saw Leslie fixing their computer at the electronic store from 10am to 5pm.
Mark saw Leslie attending class at the school from 5pm to 9pm.
The physics classroom was closed after 9pm.
Between what times could Leslie have gone to the physics classroom?
Options:
(A) 5am to 7am
(B) 5pm to 9pm
(C) 7am to 9am
(D) 9am to 10am",C,BigBench_hard,temporal_sequences
"Today, Ashley went to the beach. Between what times could they have gone?
We know that:
Ashley woke up at 7am.
Elizabeth saw Ashley stretching at a yoga studio from 7am to 8am.
Samantha saw Ashley buying lunch at the deli from 8am to 11am.
Jennifer saw Ashley buying clothes at the mall from 11am to 5pm.
The beach was closed after 6pm.
Between what times could Ashley have gone to the beach?
Options:
(A) 8am to 11am
(B) 11am to 5pm
(C) 5pm to 6pm
(D) 7am to 8am",C,BigBench_hard,temporal_sequences
"Today, Michael went to the construction site. Between what times could they have gone?
We know that:
Michael woke up at 5am.
Sean saw Michael attending class at the school from 5am to 10am.
Lisa saw Michael walking in the garden from 5pm to 7pm.
Anthony saw Michael getting a coffee at the cafe from 7pm to 10pm.
The construction site was closed after 10pm.
Between what times could Michael have gone to the construction site?
Options:
(A) 10am to 5pm
(B) 7pm to 10pm
(C) 5am to 10am
(D) 5pm to 7pm",A,BigBench_hard,temporal_sequences
"Today, Jason went to the gas station. Between what times could they have gone?
We know that:
Jason woke up at 5am.
Sean saw Jason walking in the garden from 5am to 8am.
David saw Jason buying lunch at the deli from 8am to 2pm.
Jennifer saw Jason driving to the water park from 2pm to 5pm.
Lisa saw Jason watching a movie at the theater from 6pm to 7pm.
Mary saw Jason buying cookies at a bakery from 7pm to 10pm.
The gas station was closed after 10pm.
Between what times could Jason have gone to the gas station?
Options:
(A) 5pm to 6pm
(B) 2pm to 5pm
(C) 6pm to 7pm
(D) 8am to 2pm",A,BigBench_hard,temporal_sequences
"Today, Sean went to the restaurant. Between what times could they have gone?
We know that:
Sean woke up at 5am.
Emily saw Sean sitting on a rooftop from 5am to 6am.
Jason saw Sean fixing their computer at the electronic store from 6am to 7am.
Jennifer saw Sean working out at the gym from 7am to 8am.
David saw Sean taking photos near the Leaning Tower of Pisa from 9am to 7pm.
The restaurant was closed after 7pm.
Between what times could Sean have gone to the restaurant?
Options:
(A) 7am to 8am
(B) 6am to 7am
(C) 9am to 7pm
(D) 8am to 9am",D,BigBench_hard,temporal_sequences
"Today, Sarah went to the gas station. Between what times could they have gone?
We know that:
Sarah woke up at 7am.
Kimberly saw Sarah sitting on a rooftop from 7am to 9am.
Mark saw Sarah buying a bike at the bike shop from 11am to 2pm.
John saw Sarah buying cookies at a bakery from 2pm to 3pm.
William saw Sarah fixing their computer at the electronic store from 3pm to 4pm.
The gas station was closed after 4pm.
Between what times could Sarah have gone to the gas station?
Options:
(A) 11am to 2pm
(B) 2pm to 3pm
(C) 9am to 11am
(D) 3pm to 4pm",C,BigBench_hard,temporal_sequences
"Today, Andrew went to the art show. Between what times could they have gone?
We know that:
Andrew woke up at 6am.
Kimberly saw Andrew waiting at the airport from 10am to 12pm.
Anthony saw Andrew attending class at the school from 12pm to 7pm.
John saw Andrew working out at the gym from 7pm to 8pm.
The art show was closed after 8pm.
Between what times could Andrew have gone to the art show?
Options:
(A) 6am to 10am
(B) 7pm to 8pm
(C) 12pm to 7pm
(D) 10am to 12pm",A,BigBench_hard,temporal_sequences
"Today, James went to the restaurant. Between what times could they have gone?
We know that:
James woke up at 12pm.
Elizabeth saw James stretching at a yoga studio from 3pm to 4pm.
Michael saw James fixing their computer at the electronic store from 4pm to 7pm.
Mary saw James working at the office from 7pm to 9pm.
Nancy saw James working out at the gym from 9pm to 10pm.
The restaurant was closed after 10pm.
Between what times could James have gone to the restaurant?
Options:
(A) 12pm to 3pm
(B) 3pm to 4pm
(C) 7pm to 9pm
(D) 9pm to 10pm",A,BigBench_hard,temporal_sequences
"Today, Ashley went to the construction site. Between what times could they have gone?
We know that:
Ashley woke up at 5am.
James saw Ashley working at the office from 5am to 9am.
Richard saw Ashley buying a phone at the electronics store from 4pm to 7pm.
David saw Ashley playing tennis at the tennis court from 7pm to 8pm.
William saw Ashley watching a movie at the theater from 8pm to 10pm.
The construction site was closed after 10pm.
Between what times could Ashley have gone to the construction site?
Options:
(A) 4pm to 7pm
(B) 5am to 9am
(C) 9am to 4pm
(D) 8pm to 10pm",C,BigBench_hard,temporal_sequences
"Today, Ashley went to the gas station. Between what times could they have gone?
We know that:
Ashley woke up at 5am.
Nancy saw Ashley buying cookies at a bakery from 6am to 7am.
David saw Ashley working at the office from 7am to 1pm.
Tiffany saw Ashley buying a phone at the electronics store from 1pm to 3pm.
Mary saw Ashley getting a coffee at the cafe from 3pm to 4pm.
Lisa saw Ashley buying lunch at the deli from 4pm to 10pm.
The gas station was closed after 10pm.
Between what times could Ashley have gone to the gas station?
Options:
(A) 3pm to 4pm
(B) 6am to 7am
(C) 7am to 1pm
(D) 5am to 6am",D,BigBench_hard,temporal_sequences
"Today, Sarah went to the clothing store. Between what times could they have gone?
We know that:
Sarah woke up at 5am.
Ashley saw Sarah taking photos near the Eiffel Tower from 5am to 11am.
Michael saw Sarah walking in the garden from 11am to 12pm.
Emily saw Sarah buying cookies at a bakery from 12pm to 2pm.
Richard saw Sarah buying a phone at the electronics store from 2pm to 3pm.
The clothing store was closed after 7pm.
Between what times could Sarah have gone to the clothing store?
Options:
(A) 3pm to 7pm
(B) 2pm to 3pm
(C) 12pm to 2pm
(D) 11am to 12pm",A,BigBench_hard,temporal_sequences
"Today, Michael went to the football field. Between what times could they have gone?
We know that:
Michael woke up at 5am.
Kimberly saw Michael stretching at a yoga studio from 5am to 7am.
William saw Michael walking in the garden from 7am to 8am.
Sarah saw Michael fixing their computer at the electronic store from 8am to 10am.
Nancy saw Michael waiting at the airport from 10am to 12pm.
Samantha saw Michael working out at the gym from 1pm to 9pm.
The football field was closed after 9pm.
Between what times could Michael have gone to the football field?
Options:
(A) 12pm to 1pm
(B) 10am to 12pm
(C) 7am to 8am
(D) 5am to 7am",A,BigBench_hard,temporal_sequences
"Today, Anthony went to the basketball court. Between what times could they have gone?
We know that:
Anthony woke up at 5am.
Sarah saw Anthony buying clothes at the mall from 5am to 7am.
Tiffany saw Anthony buying lunch at the deli from 7am to 12pm.
Sean saw Anthony watching a movie at the theater from 12pm to 2pm.
Emily saw Anthony buying a phone at the electronics store from 2pm to 4pm.
The basketball court was closed after 9pm.
Between what times could Anthony have gone to the basketball court?
Options:
(A) 5am to 7am
(B) 12pm to 2pm
(C) 4pm to 9pm
(D) 7am to 12pm",C,BigBench_hard,temporal_sequences
"Today, William went to the restaurant. Between what times could they have gone?
We know that:
William woke up at 11am.
Nancy saw William buying clothes at the mall from 3pm to 5pm.
Leslie saw William buying a phone at the electronics store from 5pm to 7pm.
David saw William playing tennis at the tennis court from 7pm to 10pm.
The restaurant was closed after 10pm.
Between what times could William have gone to the restaurant?
Options:
(A) 3pm to 5pm
(B) 11am to 3pm
(C) 5pm to 7pm
(D) 7pm to 10pm",B,BigBench_hard,temporal_sequences
"Today, Susan went to the soccer field. Between what times could they have gone?
We know that:
Susan woke up at 5am.
William saw Susan walking in the garden from 5am to 6am.
Anthony saw Susan working out at the gym from 6am to 7am.
Betty saw Susan fixing their computer at the electronic store from 2pm to 6pm.
Lisa saw Susan buying cookies at a bakery from 6pm to 8pm.
Linda saw Susan playing tennis at the tennis court from 8pm to 9pm.
The soccer field was closed after 9pm.
Between what times could Susan have gone to the soccer field?
Options:
(A) 6am to 7am
(B) 5am to 6am
(C) 7am to 2pm
(D) 6pm to 8pm",C,BigBench_hard,temporal_sequences
"Today, Sarah went to the dance studio. Between what times could they have gone?
We know that:
Sarah woke up at 5am.
Susan saw Sarah buying a phone at the electronics store from 5am to 7am.
Emily saw Sarah playing tennis at the tennis court from 7am to 11am.
Thomas saw Sarah sitting on a rooftop from 1pm to 6pm.
The dance studio was closed after 6pm.
Between what times could Sarah have gone to the dance studio?
Options:
(A) 1pm to 6pm
(B) 7am to 11am
(C) 5am to 7am
(D) 11am to 1pm",D,BigBench_hard,temporal_sequences
"Today, Emily went to the park. Between what times could they have gone?
We know that:
Emily woke up at 5am.
Leslie saw Emily getting a coffee at the cafe from 5am to 6am.
Kimberly saw Emily walking towards the Statue of Liberty from 6am to 2pm.
Richard saw Emily waiting at the airport from 4pm to 10pm.
The park was closed after 10pm.
Between what times could Emily have gone to the park?
Options:
(A) 6am to 2pm
(B) 4pm to 10pm
(C) 5am to 6am
(D) 2pm to 4pm",D,BigBench_hard,temporal_sequences
"Today, Emily went to the basketball court. Between what times could they have gone?
We know that:
Emily woke up at 12pm.
John saw Emily playing tennis at the tennis court from 12pm to 2pm.
Sean saw Emily waiting at the airport from 2pm to 3pm.
Samantha saw Emily buying clothes at the mall from 6pm to 8pm.
Anthony saw Emily taking photos near the Leaning Tower of Pisa from 8pm to 9pm.
Sarah saw Emily working out at the gym from 9pm to 10pm.
The basketball court was closed after 10pm.
Between what times could Emily have gone to the basketball court?
Options:
(A) 3pm to 6pm
(B) 12pm to 2pm
(C) 6pm to 8pm
(D) 2pm to 3pm",A,BigBench_hard,temporal_sequences
"Today, Sean went to the art show. Between what times could they have gone?
We know that:
Sean woke up at 7am.
Elizabeth saw Sean fixing their computer at the electronic store from 7am to 11am.
Anthony saw Sean waiting at the airport from 11am to 2pm.
Tiffany saw Sean waiting at the train station from 2pm to 3pm.
Andrew saw Sean buying a bike at the bike shop from 4pm to 8pm.
The art show was closed after 8pm.
Between what times could Sean have gone to the art show?
Options:
(A) 3pm to 4pm
(B) 7am to 11am
(C) 4pm to 8pm
(D) 11am to 2pm",A,BigBench_hard,temporal_sequences
"Today, Elizabeth went to the movies. Between what times could they have gone?
We know that:
Elizabeth woke up at 5am.
Sarah saw Elizabeth getting a coffee at the cafe from 5am to 3pm.
Susan saw Elizabeth working out at the gym from 3pm to 4pm.
John saw Elizabeth buying a phone at the electronics store from 4pm to 6pm.
Tiffany saw Elizabeth waiting at the train station from 6pm to 7pm.
Andrew saw Elizabeth waiting at the airport from 7pm to 8pm.
The movies was closed after 9pm.
Between what times could Elizabeth have gone to the movies?
Options:
(A) 8pm to 9pm
(B) 4pm to 6pm
(C) 5am to 3pm
(D) 6pm to 7pm",A,BigBench_hard,temporal_sequences
"Today, William went to the basketball court. Between what times could they have gone?
We know that:
William woke up at 7am.
Lisa saw William stretching at a yoga studio from 11am to 2pm.
John saw William walking towards the Statue of Liberty from 2pm to 3pm.
Sean saw William reading at the library from 3pm to 5pm.
Sarah saw William driving to the water park from 5pm to 9pm.
The basketball court was closed after 9pm.
Between what times could William have gone to the basketball court?
Options:
(A) 5pm to 9pm
(B) 3pm to 5pm
(C) 7am to 11am
(D) 11am to 2pm",C,BigBench_hard,temporal_sequences
"Today, Thomas went to the market. Between what times could they have gone?
We know that:
Thomas woke up at 6am.
Andrew saw Thomas sitting on a rooftop from 6am to 7am.
Elizabeth saw Thomas taking photos near the Leaning Tower of Pisa from 9am to 10am.
Samantha saw Thomas waiting at the airport from 10am to 12pm.
Michael saw Thomas buying clothes at the mall from 12pm to 6pm.
Sarah saw Thomas walking towards the Statue of Liberty from 6pm to 7pm.
The market was closed after 7pm.
Between what times could Thomas have gone to the market?
Options:
(A) 12pm to 6pm
(B) 7am to 9am
(C) 6pm to 7pm
(D) 10am to 12pm",B,BigBench_hard,temporal_sequences
"Today, Susan went to the museum. Between what times could they have gone?
We know that:
Susan woke up at 9am.
Thomas saw Susan waiting at the airport from 9am to 1pm.
David saw Susan working at the office from 4pm to 5pm.
Elizabeth saw Susan buying cookies at a bakery from 5pm to 6pm.
Kimberly saw Susan sitting on a rooftop from 6pm to 9pm.
The museum was closed after 9pm.
Between what times could Susan have gone to the museum?
Options:
(A) 5pm to 6pm
(B) 6pm to 9pm
(C) 4pm to 5pm
(D) 1pm to 4pm",D,BigBench_hard,temporal_sequences
"Today, Kimberly went to the construction site. Between what times could they have gone?
We know that:
Kimberly woke up at 6am.
Hannah saw Kimberly buying cookies at a bakery from 7am to 8am.
Thomas saw Kimberly fixing their computer at the electronic store from 8am to 10am.
John saw Kimberly buying a phone at the electronics store from 10am to 11am.
David saw Kimberly playing tennis at the tennis court from 11am to 2pm.
Mark saw Kimberly watching a movie at the theater from 2pm to 3pm.
The construction site was closed after 3pm.
Between what times could Kimberly have gone to the construction site?
Options:
(A) 6am to 7am
(B) 8am to 10am
(C) 10am to 11am
(D) 11am to 2pm",A,BigBench_hard,temporal_sequences
"Today, Leslie went to the soccer field. Between what times could they have gone?
We know that:
Leslie woke up at 5am.
Sarah saw Leslie waiting at the train station from 5am to 12pm.
Hannah saw Leslie sitting on a rooftop from 12pm to 2pm.
Elizabeth saw Leslie buying a bike at the bike shop from 3pm to 4pm.
Emily saw Leslie working at the office from 4pm to 10pm.
The soccer field was closed after 10pm.
Between what times could Leslie have gone to the soccer field?
Options:
(A) 12pm to 2pm
(B) 2pm to 3pm
(C) 4pm to 10pm
(D) 5am to 12pm",B,BigBench_hard,temporal_sequences
"Today, William went to the amusement park. Between what times could they have gone?
We know that:
William woke up at 5am.
Betty saw William walking towards the Statue of Liberty from 5am to 9am.
David saw William reading at the library from 4pm to 7pm.
Lisa saw William taking photos near the Leaning Tower of Pisa from 7pm to 9pm.
The amusement park was closed after 9pm.
Between what times could William have gone to the amusement park?
Options:
(A) 9am to 4pm
(B) 5am to 9am
(C) 4pm to 7pm
(D) 7pm to 9pm",A,BigBench_hard,temporal_sequences
"Today, Andrew went to the clothing store. Between what times could they have gone?
We know that:
Andrew woke up at 9am.
David saw Andrew waiting at the train station from 9am to 12pm.
Emily saw Andrew walking towards the Statue of Liberty from 12pm to 4pm.
Sarah saw Andrew walking in the garden from 4pm to 8pm.
Nancy saw Andrew fixing their computer at the electronic store from 9pm to 10pm.
The clothing store was closed after 10pm.
Between what times could Andrew have gone to the clothing store?
Options:
(A) 9am to 12pm
(B) 9pm to 10pm
(C) 12pm to 4pm
(D) 8pm to 9pm",D,BigBench_hard,temporal_sequences
"Today, Jennifer went to the coffee shop. Between what times could they have gone?
We know that:
Jennifer woke up at 5am.
Steven saw Jennifer stretching at a yoga studio from 5am to 8am.
Richard saw Jennifer waiting at the train station from 8am to 10am.
Mark saw Jennifer walking in the garden from 12pm to 7pm.
The coffee shop was closed after 7pm.
Between what times could Jennifer have gone to the coffee shop?
Options:
(A) 10am to 12pm
(B) 5am to 8am
(C) 8am to 10am
(D) 12pm to 7pm",A,BigBench_hard,temporal_sequences
"Today, Susan went to the art studio. Between what times could they have gone?
We know that:
Susan woke up at 6am.
Susan saw Susan buying a bike at the bike shop from 11am to 12pm.
William saw Susan stretching at a yoga studio from 12pm to 4pm.
David saw Susan taking photos near the Eiffel Tower from 4pm to 8pm.
The art studio was closed after 8pm.
Between what times could Susan have gone to the art studio?
Options:
(A) 11am to 12pm
(B) 12pm to 4pm
(C) 6am to 11am
(D) 4pm to 8pm",C,BigBench_hard,temporal_sequences
